"BID" "SSID"
"3998359001_R08C01" "FH0000040902"
"3998352100_R02C02" "FH0000040903"
"3998359091_R12C01" "FH0000040904"
"3998359022_R07C02" "FH0000040905"
"3998346132_R05C01" "FH0000040906"
"3998346036_R11C02" "FH0000040907"
"3998346116_R02C01" "FH0000040908"
"3998352153_R10C01" "FH0000040909"
"3998352165_R09C01" "FH0000040910"
"3998346091_R07C01" "FH0000040911"
"3998370126_R03C01" "FH0000040912"
"3998359022_R10C01" "FH0000040913"
"3998346009_R06C01" "FH0000040914"
"3998346139_R09C01" "FH0000040915"
"3998370118_R08C01" "FH0000040916"
"3998352137_R10C01" "FH0000040917"
"3998346066_R08C02" "FH0000040919"
"3998359090_R01C02" "FH0000040920"
"3998370144_R10C02" "FH0000040921"
"3998370013_R02C01" "FH0000040922"
"3998346009_R05C02" "FH0000040923"
"3998352137_R03C01" "FH0000040924"
"3998346112_R06C02" "FH0000040925"
"3998346064_R04C01" "FH0000040926"
"3998370115_R08C02" "FH0000040927"
"3998346012_R03C02" "FH0000040928"
"3998370149_R10C02" "FH0000040929"
"3998346090_R02C02" "FH0000040930"
"3998352112_R11C02" "FH0000040931"
"3998370122_R02C01" "FH0000040932"
"3998370140_R04C02" "FH0000040933"
"3998346110_R01C01" "FH0000040934"
"3998346044_R02C01" "FH0000040935"
"3998346065_R01C02" "FH0000040936"
"3998346109_R03C02" "FH0000040937"
"3998370145_R05C01" "FH0000040938"
"3998346105_R07C01" "FH0000040939"
"3998352153_R04C01" "FH0000040940"
"3998352135_R04C01" "FH0000040941"
"3998352100_R09C01" "FH0000040942"
"3998346137_R01C01" "FH0000040943"
"3998352153_R11C02" "FH0000040944"
"3998352107_R07C02" "FH0000040945"
"3998370077_R12C02" "FH0000040946"
"3998359031_R10C01" "FH0000040947"
"3998359029_R07C01" "FH0000040948"
"3998346132_R09C02" "FH0000040949"
"3998346088_R05C01" "FH0000040950"
"3998346094_R08C02" "FH0000040952"
"3998346102_R09C02" "FH0000040954"
"3998346129_R05C01" "FH0000040955"
"3998359036_R04C01" "FH0000040958"
"3998359063_R06C02" "FH0000040959"
"3998359048_R04C01" "FH0000040960"
"3998370147_R04C02" "FH0000040961"
"3998370121_R05C01" "FH0000040962"
"3998359029_R01C02" "FH0000040963"
"3998352135_R02C01" "FH0000040964"
"3998346112_R02C02" "FH0000040965"
"3998346114_R03C02" "FH0000040967"
"3998370107_R11C02" "FH0000040968"
"3998346112_R03C01" "FH0000040969"
"3998346139_R01C01" "FH0000040970"
"3998370093_R03C02" "FH0000040971"
"3998346114_R11C02" "FH0000040972"
"3998346026_R05C01" "FH0000040973"
"3998370122_R07C01" "FH0000040974"
"3998352101_R09C01" "FH0000040975"
"3998370015_R02C02" "FH0000040976"
"3998359087_R02C01" "FH0000040977"
"3998352101_R08C01" "FH0000040978"
"3998370013_R09C02" "FH0000040979"
"3998370023_R07C01" "FH0000040980"
"3998352100_R06C01" "FH0000040981"
"3998370161_R04C02" "FH0000040982"
"3998370129_R07C02" "FH0000040983"
"3998346130_R08C02" "FH0000040984"
"3998359036_R01C01" "FH0000040985"
"3998370121_R02C02" "FH0000040986"
"3998346114_R12C01" "FH0000040987"
"3998359087_R11C01" "FH0000040988"
"3998352144_R01C02" "FH0000040989"
"3998346118_R01C01" "FH0000040990"
"3998359048_R01C02" "FH0000040991"
"3998346122_R09C01" "FH0000040992"
"3998370008_R05C02" "FH0000040993"
"3998370124_R01C01" "FH0000040994"
"3998346129_R03C02" "FH0000040995"
"3998352100_R10C01" "FH0000040996"
"3998352058_R11C01" "FH0000040997"
"3998346048_R09C02" "FH0000040998"
"3998359031_R03C02" "FH0000040999"
"3998370141_R05C02" "FH0000041000"
"3998346067_R03C01" "FH0000041001"
"3998346108_R03C01" "FH0000041002"
"3998346102_R06C02" "FH0000041003"
"3998346122_R01C01" "FH0000041004"
"3998370145_R03C02" "FH0000041005"
"3998346044_R03C01" "FH0000041006"
"3998346006_R12C02" "FH0000041007"
"3998346007_R08C01" "FH0000041008"
"3998346122_R03C01" "FH0000041009"
"3998346036_R07C02" "FH0000041010"
"3998370122_R10C01" "FH0000041011"
"3998346094_R10C02" "FH0000041012"
"3998346108_R01C01" "FH0000041013"
"3998370103_R01C02" "FH0000041015"
"3998346102_R10C02" "FH0000041016"
"3998346110_R12C02" "FH0000041017"
"3998370124_R09C01" "FH0000041018"
"3998346022_R01C02" "FH0000041019"
"3998346124_R04C02" "FH0000041020"
"3998359117_R12C02" "FH0000041021"
"3998346085_R04C02" "FH0000041022"
"3998346026_R02C01" "FH0000041023"
"3998346064_R07C02" "FH0000041024"
"3998359001_R09C01" "FH0000041025"
"3998352138_R08C01" "FH0000041026"
"3998352112_R05C01" "FH0000041027"
"3998352108_R04C01" "FH0000041028"
"3998352058_R02C01" "FH0000041029"
"3998346131_R05C01" "FH0000041030"
"3998346113_R07C02" "FH0000041032"
"3998370083_R12C01" "FH0000041033"
"3998359091_R08C02" "FH0000041034"
"3998346137_R10C01" "FH0000041035"
"3998346036_R12C02" "FH0000041036"
"3998352144_R07C02" "FH0000041037"
"3998352108_R09C01" "FH0000041038"
"3998346007_R03C01" "FH0000041039"
"3998370154_R08C02" "FH0000041040"
"3998346057_R11C02" "FH0000041042"
"3998346116_R11C02" "FH0000041043"
"3998370149_R02C02" "FH0000041044"
"3998346113_R08C01" "FH0000041045"
"3998346088_R01C02" "FH0000041046"
"3998346110_R04C02" "FH0000041047"
"3998370147_R10C02" "FH0000041048"
"3998346065_R04C02" "FH0000041049"
"3998346124_R09C02" "FH0000041050"
"3998346109_R12C02" "FH0000041051"
"3998370077_R02C02" "FH0000041052"
"3998346122_R04C02" "FH0000041053"
"3998346085_R06C02" "FH0000041054"
"3998346009_R04C02" "FH0000041055"
"3998359001_R04C01" "FH0000041056"
"3998346114_R03C01" "FH0000041057"
"3998346109_R07C02" "FH0000041058"
"3998346110_R01C02" "FH0000041060"
"3998370145_R08C01" "FH0000041061"
"3998346137_R08C01" "FH0000041062"
"3998346087_R07C01" "FH0000041064"
"3998370077_R09C02" "FH0000041065"
"3998352058_R01C01" "FH0000041066"
"3998359035_R06C01" "FH0000041067"
"3998359036_R12C01" "FH0000041068"
"3998346091_R04C02" "FH0000041069"
"3998346066_R12C02" "FH0000041070"
"3998359029_R08C02" "FH0000041071"
"3998346087_R06C02" "FH0000041072"
"3998370154_R12C01" "FH0000041073"
"3998352165_R09C02" "FH0000041074"
"3998370129_R01C01" "FH0000041075"
"3998346012_R07C02" "FH0000041076"
"3998370029_R02C02" "FH0000041077"
"3998346022_R04C02" "FH0000041078"
"3998370115_R02C02" "FH0000041079"
"3998346007_R10C01" "FH0000041080"
"3998370083_R07C02" "FH0000041081"
"3998359090_R05C01" "FH0000041082"
"3998346009_R01C01" "FH0000041083"
"3998346109_R12C01" "FH0000041084"
"3998346109_R05C01" "FH0000041085"
"3998370023_R05C01" "FH0000041086"
"3998352107_R05C02" "FH0000041087"
"3998352152_R08C01" "FH0000041088"
"3998346130_R12C01" "FH0000041089"
"3998370124_R11C02" "FH0000041090"
"3998370122_R12C02" "FH0000041091"
"3998346065_R09C01" "FH0000041092"
"3998346130_R04C01" "FH0000041093"
"3998346139_R06C01" "FH0000041094"
"3998346088_R02C02" "FH0000041095"
"3998359117_R07C02" "FH0000041096"
"3998346130_R04C02" "FH0000041097"
"3998352135_R06C02" "FH0000041098"
"3998346139_R10C01" "FH0000041099"
"3998370091_R03C01" "FH0000041100"
"3998346012_R08C02" "FH0000041101"
"3998352058_R04C02" "FH0000041102"
"3998352135_R07C02" "FH0000041103"
"3998370010_R03C02" "FH0000041104"
"3998352165_R07C02" "FH0000041105"
"3998352152_R10C02" "FH0000041106"
"3998346044_R11C01" "FH0000041107"
"3998370118_R09C01" "FH0000041109"
"3998370145_R06C02" "FH0000041110"
"3998370115_R01C01" "FH0000041112"
"3998346110_R08C02" "FH0000041113"
"3998346091_R10C01" "FH0000041114"
"3998346043_R07C02" "FH0000041115"
"3998352138_R06C02" "FH0000041116"
"3998346127_R08C02" "FH0000041117"
"3998370118_R02C01" "FH0000041118"
"3998346087_R07C02" "FH0000041119"
"3998346122_R03C02" "FH0000041120"
"3998346129_R11C01" "FH0000041121"
"3998352112_R03C02" "FH0000041122"
"3998359063_R10C02" "FH0000041123"
"3998370029_R06C01" "FH0000041124"
"3998370124_R09C02" "FH0000041125"
"3998370146_R07C02" "FH0000041126"
"3998346113_R08C02" "FH0000041127"
"3998352135_R05C01" "FH0000041128"
"3998370029_R01C01" "FH0000041130"
"3998346110_R04C01" "FH0000041131"
"3998370161_R06C02" "FH0000041133"
"3998370145_R05C02" "FH0000041134"
"3998370015_R06C01" "FH0000041135"
"3998359001_R12C02" "FH0000041136"
"3998346090_R11C01" "FH0000041137"
"3998346043_R10C01" "FH0000041138"
"3998346112_R01C02" "FH0000041139"
"3998346064_R06C01" "FH0000041140"
"3998352153_R03C01" "FH0000041141"
"3998346112_R10C01" "FH0000041142"
"3998346124_R03C02" "FH0000041143"
"3998346118_R09C01" "FH0000041144"
"3998359031_R09C02" "FH0000041145"
"3998370145_R11C01" "FH0000041146"
"3998359031_R09C01" "FH0000041147"
"3998359001_R07C02" "FH0000041148"
"3998346121_R06C01" "FH0000041149"
"3998359001_R03C01" "FH0000041150"
"3998370126_R10C01" "FH0000041151"
"3998359091_R09C01" "FH0000041152"
"3998370126_R06C01" "FH0000041153"
"3998359087_R07C02" "FH0000041154"
"3998370118_R11C01" "FH0000041155"
"3998346054_R01C01" "FH0000041156"
"3998370144_R11C01" "FH0000041157"
"3998346130_R07C02" "FH0000041158"
"3998346108_R08C01" "FH0000041159"
"3998346125_R01C02" "FH0000041160"
"3998352138_R01C01" "FH0000041161"
"3998346012_R05C02" "FH0000041162"
"3998359117_R06C02" "FH0000041163"
"3998346088_R11C02" "FH0000041164"
"3998370129_R01C02" "FH0000041165"
"3998346108_R10C01" "FH0000041166"
"3998370146_R01C02" "FH0000041167"
"3998370013_R05C02" "FH0000041168"
"3998352108_R04C02" "FH0000041169"
"3998352152_R02C01" "FH0000041170"
"3998370093_R10C01" "FH0000041171"
"3998352108_R06C02" "FH0000041172"
"3998370144_R01C01" "FH0000041173"
"3998346036_R11C01" "FH0000041174"
"3998359048_R07C01" "FH0000041175"
"3998370008_R11C02" "FH0000041176"
"3998370126_R01C01" "FH0000041177"
"3998370121_R03C01" "FH0000041178"
"3998370124_R02C02" "FH0000041179"
"3998346137_R11C02" "FH0000041180"
"3998346127_R04C02" "FH0000041181"
"3998346088_R03C02" "FH0000041182"
"3998370107_R11C01" "FH0000041183"
"3998346109_R09C01" "FH0000041184"
"3998370154_R02C01" "FH0000041185"
"3998370154_R03C02" "FH0000041186"
"3998346064_R08C02" "FH0000041187"
"3998346130_R03C02" "FH0000041188"
"3998370015_R09C01" "FH0000041189"
"3998370029_R08C01" "FH0000041190"
"3998370147_R05C01" "FH0000041191"
"3998346109_R02C01" "FH0000041192"
"3998352101_R05C01" "FH0000041193"
"3998370144_R03C02" "FH0000041194"
"3998370129_R05C01" "FH0000041195"
"3998370121_R06C02" "FH0000041196"
"3998346116_R01C01" "FH0000041197"
"3998346105_R02C01" "FH0000041198"
"3998352165_R10C02" "FH0000041199"
"3998370103_R05C02" "FH0000041200"
"3998346109_R04C02" "FH0000041201"
"3998346086_R05C01" "FH0000041202"
"3998370122_R03C02" "FH0000041203"
"3998370115_R06C02" "FH0000041204"
"3998352058_R05C01" "FH0000041205"
"3998352138_R04C01" "FH0000041206"
"3998346026_R03C02" "FH0000041207"
"3998346110_R05C01" "FH0000041208"
"3998346132_R02C01" "FH0000041209"
"3998346026_R06C02" "FH0000041210"
"3998370023_R09C01" "FH0000041211"
"3998352100_R09C02" "FH0000041212"
"3998370091_R10C02" "FH0000041213"
"3998359063_R06C01" "FH0000041214"
"3998346022_R03C01" "FH0000041215"
"3998370015_R09C02" "FH0000041216"
"3998359022_R01C02" "FH0000041217"
"3998346139_R05C01" "FH0000041218"
"3998346006_R06C01" "FH0000041219"
"3998346007_R04C02" "FH0000041220"
"3998352107_R12C02" "FH0000041221"
"3998346128_R12C01" "FH0000041222"
"3998346094_R09C01" "FH0000041223"
"3998370145_R09C02" "FH0000041224"
"3998359036_R03C02" "FH0000041225"
"3998370147_R02C02" "FH0000041226"
"3998370118_R08C02" "FH0000041227"
"3998346121_R03C02" "FH0000041228"
"3998359091_R03C01" "FH0000041229"
"3998370147_R04C01" "FH0000041231"
"3998370121_R12C01" "FH0000041232"
"3998370126_R01C02" "FH0000041233"
"3998370145_R09C01" "FH0000041234"
"3998370107_R02C01" "FH0000041235"
"3998370115_R01C02" "FH0000041236"
"3998346110_R02C02" "FH0000041237"
"3998359036_R06C01" "FH0000041239"
"3998370144_R12C02" "FH0000041240"
"3998352112_R04C01" "FH0000041241"
"3998370107_R07C01" "FH0000041242"
"3998352152_R03C02" "FH0000041243"
"3998359087_R09C01" "FH0000041244"
"3998370122_R07C02" "FH0000041246"
"3998346125_R11C01" "FH0000041247"
"3998370149_R01C01" "FH0000041248"
"3998346122_R11C01" "FH0000041249"
"3998346110_R10C01" "FH0000041250"
"3998352152_R12C01" "FH0000041251"
"3998346108_R05C02" "FH0000041252"
"3998346122_R07C02" "FH0000041253"
"3998346006_R01C01" "FH0000041254"
"3998346066_R10C01" "FH0000041255"
"3998359091_R10C01" "FH0000041256"
"3998346006_R04C01" "FH0000041257"
"3998359048_R02C02" "FH0000041258"
"3998359048_R06C02" "FH0000041259"
"3998346044_R07C01" "FH0000041260"
"3998346105_R05C02" "FH0000041261"
"3998370141_R06C01" "FH0000041262"
"3998370144_R12C01" "FH0000041263"
"3998370126_R08C01" "FH0000041264"
"3998346044_R11C02" "FH0000041265"
"3998359090_R02C02" "FH0000041266"
"3998346026_R08C01" "FH0000041267"
"3998346043_R03C01" "FH0000041269"
"3998370124_R08C02" "FH0000041270"
"3998370144_R01C02" "FH0000041271"
"3998370146_R10C02" "FH0000041272"
"3998359117_R09C02" "FH0000041273"
"3998346116_R03C01" "FH0000041274"
"3998346009_R07C01" "FH0000041275"
"3998346007_R01C01" "FH0000041276"
"3998352108_R01C01" "FH0000041277"
"3998370154_R03C01" "FH0000041278"
"3998346044_R10C02" "FH0000041279"
"3998346118_R06C02" "FH0000041280"
"3998346125_R07C01" "FH0000041281"
"3998346112_R05C01" "FH0000041282"
"3998359090_R10C02" "FH0000041283"
"3998346109_R01C02" "FH0000041284"
"3998359087_R08C02" "FH0000041285"
"3998346006_R10C02" "FH0000041286"
"3998352152_R09C02" "FH0000041287"
"3998370146_R02C02" "FH0000041288"
"3998370083_R06C02" "FH0000041290"
"3998352101_R02C01" "FH0000041291"
"3998370124_R10C01" "FH0000041292"
"3998346128_R10C01" "FH0000041293"
"3998346130_R09C01" "FH0000041294"
"3998352100_R03C02" "FH0000041295"
"3998359048_R12C02" "FH0000041296"
"3998370013_R10C01" "FH0000041297"
"3998346022_R12C02" "FH0000041298"
"3998346112_R06C01" "FH0000041299"
"3998346132_R07C01" "FH0000041300"
"3998346132_R05C02" "FH0000041301"
"3998346116_R02C02" "FH0000041302"
"3998370008_R07C01" "FH0000041303"
"3998346087_R06C01" "FH0000041304"
"3998359035_R01C01" "FH0000041305"
"3998346116_R01C02" "FH0000041306"
"3998352107_R11C02" "FH0000041307"
"3998352107_R09C02" "FH0000041308"
"3998346116_R10C01" "FH0000041309"
"3998346026_R07C01" "FH0000041311"
"3998352135_R09C02" "FH0000041312"
"3998346009_R11C01" "FH0000041313"
"3998346102_R12C02" "FH0000041314"
"3998370122_R08C01" "FH0000041315"
"3998346113_R06C02" "FH0000041316"
"3998346116_R06C01" "FH0000041317"
"3998370141_R03C01" "FH0000041318"
"3998359063_R09C01" "FH0000041319"
"3998346137_R12C01" "FH0000041320"
"3998359063_R11C01" "FH0000041321"
"3998346043_R02C02" "FH0000041322"
"3998346130_R02C01" "FH0000041323"
"3998346088_R11C01" "FH0000041324"
"3998359031_R03C01" "FH0000041325"
"3998346137_R12C02" "FH0000041326"
"3998370029_R09C01" "FH0000041327"
"3998370023_R10C02" "FH0000041328"
"3998370115_R09C02" "FH0000041329"
"3998352101_R03C01" "FH0000041330"
"3998346022_R07C02" "FH0000041332"
"3998370129_R04C02" "FH0000041333"
"3998346065_R05C01" "FH0000041334"
"3998352144_R09C02" "FH0000041335"
"3998346057_R07C01" "FH0000041336"
"3998346110_R10C02" "FH0000041337"
"3998346124_R07C01" "FH0000041338"
"3998346105_R06C02" "FH0000041339"
"3998346131_R04C02" "FH0000041340"
"3998346129_R12C01" "FH0000041341"
"3998370118_R01C02" "FH0000041342"
"3998352058_R12C01" "FH0000041343"
"3998370147_R09C02" "FH0000041344"
"3998346094_R02C01" "FH0000041345"
"3998346026_R11C01" "FH0000041346"
"3998346091_R05C01" "FH0000041347"
"3998352144_R02C01" "FH0000041348"
"3998346067_R03C02" "FH0000041350"
"3998370140_R09C02" "FH0000041351"
"3998359035_R09C01" "FH0000041352"
"3998346057_R05C02" "FH0000041353"
"3998346090_R09C01" "FH0000041354"
"3998359048_R09C02" "FH0000041355"
"3998359091_R10C02" "FH0000041356"
"3998370115_R04C01" "FH0000041357"
"3998352112_R11C01" "FH0000041358"
"3998346128_R08C01" "FH0000041359"
"3998346086_R04C02" "FH0000041360"
"3998346122_R06C01" "FH0000041361"
"3998346108_R07C02" "FH0000041362"
"3998370129_R03C01" "FH0000041363"
"3998346054_R04C01" "FH0000041364"
"3998370146_R12C02" "FH0000041365"
"3998346026_R12C01" "FH0000041366"
"3998359087_R12C02" "FH0000041367"
"3998370141_R11C01" "FH0000041368"
"3998370091_R12C01" "FH0000041369"
"3998346102_R12C01" "FH0000041370"
"3998346044_R06C02" "FH0000041371"
"3998346044_R04C02" "FH0000041372"
"3998346121_R02C01" "FH0000041373"
"3998359117_R05C01" "FH0000041374"
"3998346131_R08C01" "FH0000041375"
"3998352112_R02C02" "FH0000041376"
"3998346087_R04C01" "FH0000041377"
"3998370029_R03C02" "FH0000041378"
"3998346118_R04C01" "FH0000041379"
"3998370093_R09C02" "FH0000041380"
"3998370141_R12C01" "FH0000041381"
"3998370091_R02C02" "FH0000041382"
"3998370013_R03C02" "FH0000041383"
"3998346086_R07C02" "FH0000041384"
"3998346091_R08C01" "FH0000041385"
"3998346132_R08C02" "FH0000041386"
"3998346105_R03C02" "FH0000041387"
"3998346122_R01C02" "FH0000041388"
"3998370115_R08C01" "FH0000041389"
"3998346007_R06C01" "FH0000041390"
"3998359035_R12C02" "FH0000041391"
"3998370149_R09C02" "FH0000041392"
"3998359087_R03C01" "FH0000041393"
"3998346012_R04C02" "FH0000041394"
"3998359090_R01C01" "FH0000041395"
"3998370093_R08C02" "FH0000041396"
"3998359031_R02C02" "FH0000041397"
"3998359031_R12C01" "FH0000041398"
"3998370161_R03C01" "FH0000041399"
"3998370161_R07C02" "FH0000041400"
"3998346118_R07C01" "FH0000041401"
"3998370146_R12C01" "FH0000041402"
"3998370140_R07C01" "FH0000041403"
"3998370146_R03C02" "FH0000041404"
"3998370083_R05C02" "FH0000041405"
"3998352153_R12C01" "FH0000041406"
"3998346036_R06C02" "FH0000041407"
"3998370141_R01C02" "FH0000041408"
"3998370126_R10C02" "FH0000041409"
"3998346088_R05C02" "FH0000041410"
"3998359090_R11C02" "FH0000041411"
"3998370140_R10C01" "FH0000041412"
"3998346137_R11C01" "FH0000041413"
"3998346067_R11C01" "FH0000041414"
"3998359087_R06C01" "FH0000041415"
"3998352058_R07C02" "FH0000041416"
"3998352165_R05C01" "FH0000041417"
"3998346009_R05C01" "FH0000041418"
"3998352165_R01C02" "FH0000041419"
"3998346064_R03C02" "FH0000041420"
"3998346044_R08C02" "FH0000041421"
"3998346007_R06C02" "FH0000041422"
"3998346129_R11C02" "FH0000041423"
"3998346066_R01C02" "FH0000041424"
"3998346105_R04C01" "FH0000041425"
"3998370141_R01C01" "FH0000041426"
"3998359029_R12C02" "FH0000041427"
"3998346128_R07C02" "FH0000041428"
"3998346087_R01C01" "FH0000041429"
"3998346108_R11C01" "FH0000041430"
"3998370118_R12C02" "FH0000041431"
"3998352112_R01C02" "FH0000041432"
"3998359048_R06C01" "FH0000041433"
"3998359001_R03C02" "FH0000041434"
"3998346036_R12C01" "FH0000041435"
"3998346043_R07C01" "FH0000041436"
"3998370146_R04C01" "FH0000041437"
"3998352146_R02C01" "FH0000041438"
"3998370091_R08C01" "FH0000041439"
"3998359063_R02C02" "FH0000041440"
"3998359087_R01C01" "FH0000041441"
"3998370083_R04C01" "FH0000041442"
"3998370144_R11C02" "FH0000041443"
"3998370146_R10C01" "FH0000041444"
"3998370103_R12C02" "FH0000041445"
"3998359022_R05C02" "FH0000041446"
"3998370149_R12C01" "FH0000041447"
"3998370015_R07C01" "FH0000041448"
"3998352144_R04C01" "FH0000041449"
"3998346044_R03C02" "FH0000041450"
"3998346124_R03C01" "FH0000041451"
"3998346110_R06C01" "FH0000041452"
"3998346121_R08C02" "FH0000041453"
"3998346129_R10C01" "FH0000041454"
"3998346118_R05C01" "FH0000041455"
"3998346091_R06C02" "FH0000041456"
"3998370161_R02C02" "FH0000041457"
"3998370103_R05C01" "FH0000041459"
"3998346007_R02C01" "FH0000041460"
"3998346091_R12C02" "FH0000041461"
"3998346127_R06C02" "FH0000041462"
"3998359035_R05C02" "FH0000041463"
"3998359035_R05C01" "FH0000041464"
"3998352112_R09C01" "FH0000041465"
"3998359117_R07C01" "FH0000041466"
"3998370124_R10C02" "FH0000041467"
"3998370008_R05C01" "FH0000041468"
"3998346064_R02C01" "FH0000041469"
"3998359048_R11C02" "FH0000041470"
"3998370093_R07C01" "FH0000041471"
"3998346094_R07C02" "FH0000041472"
"3998359063_R04C01" "FH0000041473"
"3998346118_R08C01" "FH0000041474"
"3998352165_R11C02" "FH0000041475"
"3998359029_R09C01" "FH0000041476"
"3998346132_R12C01" "FH0000041477"
"3998359048_R10C01" "FH0000041478"
"3998370077_R11C02" "FH0000041479"
"3998346102_R07C02" "FH0000041480"
"3998370154_R07C02" "FH0000041481"
"3998370008_R09C01" "FH0000041482"
"3998370008_R11C01" "FH0000041483"
"3998346085_R09C02" "FH0000041484"
"3998346130_R10C02" "FH0000041485"
"3998346116_R04C02" "FH0000041486"
"3998346057_R05C01" "FH0000041487"
"3998370146_R05C01" "FH0000041488"
"3998370144_R10C01" "FH0000041489"
"3998359117_R02C02" "FH0000041490"
"3998359036_R11C01" "FH0000041491"
"3998359036_R03C01" "FH0000041492"
"3998352152_R04C02" "FH0000041494"
"3998346105_R02C02" "FH0000041495"
"3998370129_R06C01" "FH0000041496"
"3998346121_R04C02" "FH0000041497"
"3998346044_R07C02" "FH0000041498"
"3998346090_R01C02" "FH0000041499"
"3998346125_R05C01" "FH0000041500"
"3998359087_R08C01" "FH0000041501"
"3998346118_R01C02" "FH0000041502"
"3998346131_R02C01" "FH0000041503"
"3998346113_R10C01" "FH0000041504"
"3998346102_R11C01" "FH0000041505"
"3998346139_R01C02" "FH0000041506"
"3998370023_R03C01" "FH0000041507"
"3998346139_R04C01" "FH0000041508"
"3998370107_R03C02" "FH0000041509"
"3998370029_R11C01" "FH0000041510"
"3998352135_R04C02" "FH0000041511"
"3998346022_R03C02" "FH0000041512"
"3998359087_R05C01" "FH0000041513"
